上海海关学院,河北大学学报(哲学社会科学版),1,南核,
上海海关学院,华侨大学学报(哲学社会科学版),-99,南核,
上海海关学院,哈尔滨工业大学学报(社会科学版),1,南核,
上海海关学院,江苏大学学报(社会科学版),-99,南核,
上海海关学院,齐鲁学刊,-99,南核,
上海海关学院,烟台大学学报(哲学社会科学版),-99,南核,
上海海关学院,云南大学学报(社会科学版),2,南核,
上海海关学院,中国矿业大学学报(社会科学版),-99,南核,
华东政法大学,佛学研究,-99,南核,
华东政法大学,科学与无神论,1,南核,
华东政法大学,五台山研究,-99,南核,
华东政法大学,中国穆斯林,-99,南核,
华东政法大学,系统科学学报,-99,南核,
华东政法大学,社会主义核心价值观研究,2,南核,
华东政法大学,中国宗教,2,南核,
华东政法大学,孔学堂,-99,南核,
华东政法大学,世界社会主义研究,-99,南核,
华东政法大学,苏区研究,2,南核,
华东政法大学,学校党建与思想教育,6,南核,
华东政法大学,财政科学,5,南核,
华东政法大学,产经评论,-99,南核,
华东政法大学,产业经济评论,3,南核,
华东政法大学,当代经济研究,5,南核,
华东政法大学,地方财政研究,9,南核,
华东政法大学,国际商务研究,34,南核,
华东政法大学,哈尔滨商业大学学报(社会科学版),5,南核,
华东政法大学,河北经贸大学学报,6,南核,
华东政法大学,技术经济,1,南核,
华东政法大学,国际税收,34,南核,
华东政法大学,金融监管研究,7,南核,
华东政法大学,经济与管理,6,南核,
华东政法大学,南京财经大学学报,1,南核,
华东政法大学,农业经济与管理,-99,南核,
华东政法大学,南京审计大学学报,-99,南核,
华东政法大学,经济与管理评论,1,南核,
华东政法大学,农林经济管理学报,2,南核,
华东政法大学,南方金融,52,南核,
华东政法大学,世界农业,4,南核,
华东政法大学,上海金融,86,南核,
华东政法大学,首都经济贸易大学学报,-99,南核,
华东政法大学,西部论坛,-99,南核,
华东政法大学,西安财经大学学报,-99,南核,
华东政法大学,投资研究,1,南核,
华东政法大学,消费经济,5,南核,
华东政法大学,税务与经济,24,南核,
华东政法大学,云南财经大学学报,8,南核,
华东政法大学,中国流通经济,12,南核,
华东政法大学,青年探索,4,南核,
华东政法大学,南方人口,5,南核,
华东政法大学,残疾人研究,1,南核,
华东政法大学,当代青年研究,26,南核,
华东政法大学,社会政策研究,4,南核,
华东政法大学,社会建设,5,南核,
华东政法大学,阿拉伯世界研究,3,南核,
华东政法大学,西北人口,7,南核,
华东政法大学,当代美国评论,-99,南核,
华东政法大学,中国青年社会科学,12,南核,
华东政法大学,港澳研究,2,南核,
华东政法大学,俄罗斯研究,3,南核,
华东政法大学,国际关系研究,5,南核,
华东政法大学,俄罗斯东欧中亚研究,1,南核,
华东政法大学,南亚研究季刊,-99,南核,
华东政法大学,湖湘论坛,6,南核,
华东政法大学,台湾研究集刊,2,南核,
华东政法大学,印度洋经济体研究,-99,南核,
华东政法大学,政治思想史,3,南核,
华东政法大学,新视野,17,南核,
华东政法大学,亚太安全与海洋研究,3,南核,
华东政法大学,北方法学,55,南核,
华东政法大学,财经法学,23,南核,
华东政法大学,法律适用,123,南核,
华东政法大学,地方立法研究,20,南核,
华东政法大学,甘肃政法大学学报,13,南核,
华东政法大学,法学杂志,97,南核,
华东政法大学,法治研究,121,南核,
华东政法大学,国际法研究,33,南核,
华东政法大学,河南财经政法大学学报,63,南核,
华东政法大学,河北法学,144,南核,
华东政法大学,科技与法律,100,南核,
华东政法大学,交大法学,43,南核,
华东政法大学,苏州大学学报(法学版),24,南核,
华东政法大学,南大法学,19,南核,
华东政法大学,知识产权,106,南核,
华东政法大学,中国海商法研究,39,南核,
华东政法大学,中国应用法学,21,南核,
华东政法大学,中国政法大学学报,28,南核,
华东政法大学,比较教育学报,3,南核,
华东政法大学,重庆高教研究,1,南核,
华东政法大学,高教探索,2,南核,
华东政法大学,高教发展与评估,2,南核,
华东政法大学,教育经济评论,-99,南核,
华东政法大学,基础教育,2,南核,
华东政法大学,教育科学研究,1,南核,
华东政法大学,教育学术月刊,2,南核,
华东政法大学,数学教育学报,-99,南核,
华东政法大学,苏州大学学报(教育科学版),-99,南核,
华东政法大学,天津师范大学学报(基础教育版),-99,南核,
华东政法大学,中国教育科学,-99,南核,
华东政法大学,现代教育管理,4,南核,
华东政法大学,中国大学教学,6,南核,
华东政法大学,中国特殊教育,-99,南核,
华东政法大学,中国考试,4,南核,
华东政法大学,中国人民大学教育学刊,2,南核,
华东政法大学,中小学管理,-99,南核,
华东政法大学,心理研究,-99,南核,
华东政法大学,心理学探新,2,南核,
华东政法大学,首都体育学院学报,2,南核,
华东政法大学,体育文化导刊,7,南核,
华东政法大学,长江学术,-99,南核,
华东政法大学,红楼梦学刊,4,南核,
华东政法大学,天津体育学院学报,5,南核,
华东政法大学,鲁迅研究月刊,2,南核,
华东政法大学,文艺论坛,-99,南核,
华东政法大学,文艺评论,1,南核,
华东政法大学,上海文化,8,南核,
华东政法大学,北方民族大学学报(哲学社会科学版),-99,南核,
华东政法大学,东疆学刊,3,南核,
华东政法大学,黑龙江民族丛刊,-99,南核,
华东政法大学,回族研究,-99,南核,
华东政法大学,湖北民族大学学报(哲学社会科学版),2,南核,
华东政法大学,青海民族大学学报(社会科学版),3,南核,
华东政法大学,青海民族研究,2,南核,
华东政法大学,西藏民族大学学报(哲学社会科学版),-99,南核,
华东政法大学,西藏研究,-99,南核,
华东政法大学,原生态民族文化学刊,1,南核,
华东政法大学,西北民族大学学报(哲学社会科学版),11,南核,
华东政法大学,俄罗斯文艺,-99,南核,
华东政法大学,当代外语研究,6,南核,
华东政法大学,古汉语研究,-99,南核,
华东政法大学,华文教学与研究,-99,南核,
华东政法大学,解放军外国语学院学报,3,南核,
华东政法大学,外语学刊,2,南核,
华东政法大学,日语学习与研究,8,南核,
华东政法大学,西安外国语大学学报,2,南核,
华东政法大学,外语研究,2,南核,
华东政法大学,语言与翻译,-99,南核,
华东政法大学,语言战略研究,1,南核,
华东政法大学,中国俄语教学,-99,南核,
华东政法大学,全球传媒学刊,-99,南核,
华东政法大学,编辑学刊,64,南核,
华东政法大学,传媒观察,15,南核,
华东政法大学,传媒,10,南核,
华东政法大学,出版广角,16,南核,
华东政法大学,未来传播,4,南核,
华东政法大学,新闻春秋,2,南核,
华东政法大学,新闻爱好者,11,南核,
华东政法大学,新闻与传播评论,1,南核,
华东政法大学,华夏考古,-99,南核,
华东政法大学,南方文物,-99,南核,
华东政法大学,中国国家博物馆馆刊,-99,南核,
华东政法大学,海交史研究,-99,南核,
华东政法大学,国际汉学,-99,南核,
华东政法大学,敦煌学辑刊,-99,南核,
华东政法大学,军事历史研究,1,南核,
华东政法大学,历史教学,3,南核,
华东政法大学,日本侵华南京大屠杀研究,1,南核,
华东政法大学,外国问题研究,-99,南核,
华东政法大学,中国科技史杂志,-99,南核,
华东政法大学,中国典籍与文化,-99,南核,
华东政法大学,历史教学问题,13,南核,
华东政法大学,调研世界,3,南核,
华东政法大学,城市与环境研究,-99,南核,
华东政法大学,中国环境管理,4,南核,
华东政法大学,中国农业资源与区划,-99,南核,
华东政法大学,环境保护,14,南核,
华东政法大学,重庆社会科学,30,南核,
华东政法大学,广西社会科学,30,南核,
华东政法大学,河南社会科学,32,南核,
华东政法大学,湖北社会科学,69,南核,
华东政法大学,湖南社会科学,16,南核,
华东政法大学,兰州学刊,93,南核,
华东政法大学,理论月刊,52,南核,
华东政法大学,社会科学家,70,南核,
华东政法大学,学术交流,76,南核,
华东政法大学,中国社会科学评价,4,南核,
华东政法大学,天府新论,45,南核,
华东政法大学,中国图书评论,2,南核,
华东政法大学,学术探索,63,南核,
华东政法大学,中国文化研究,-99,南核,
华东政法大学,中国社会科学院研究生院学报,11,南核,
华东政法大学,地域研究与开发,2,南核,
华东政法大学,规划师,-99,南核,
华东政法大学,世界地理研究,-99,南核,
华东政法大学,国际城市规划,1,南核,
华东政法大学,财务研究,-99,南核,
华东政法大学,地方治理研究,-99,南核,
华东政法大学,管理案例研究与评论,-99,南核,
华东政法大学,公共管理评论,4,南核,
华东政法大学,当代经济管理,9,南核,
华东政法大学,宏观经济管理,1,南核,
华东政法大学,科学与社会,2,南核,
华东政法大学,华东经济管理,11,南核,
华东政法大学,系统管理学报,1,南核,
华东政法大学,行政管理改革,5,南核,
华东政法大学,社会保障研究,5,南核,
华东政法大学,运筹与管理,1,南核,
华东政法大学,智库理论与实践,2,南核,
华东政法大学,科技管理研究,22,南核,
华东政法大学,中国科学基金,-99,南核,
华东政法大学,数字图书馆论坛,1,南核,
华东政法大学,图书馆理论与实践,4,南核,
华东政法大学,中国人力资源开发,17,南核,
华东政法大学,图书馆工作与研究,5,南核,
华东政法大学,图书馆,8,南核,
华东政法大学,当代电视,1,南核,
华东政法大学,新世纪图书馆,5,南核,
华东政法大学,建筑遗产,-99,南核,
华东政法大学,民族艺术研究,1,南核,
华东政法大学,美术观察,1,南核,
华东政法大学,世界电影,-99,南核,
华东政法大学,星海音乐学院学报,-99,南核,
华东政法大学,人民音乐,1,南核,
华东政法大学,书法研究,-99,南核,
华东政法大学,艺术传播研究,-99,南核,
华东政法大学,艺术百家,7,南核,
华东政法大学,艺术探索,-99,南核,
华东政法大学,音乐艺术(上海音乐学院学报),-99,南核,
华东政法大学,中国广播电视学刊,5,南核,
华东政法大学,中国电视,20,南核,
华东政法大学,北京航空航天大学学报(社会科学版),36,南核,
华东政法大学,湖南农业大学学报(社会科学版),5,南核,
华东政法大学,北京交通大学学报(社会科学版),1,南核,
华东政法大学,北京理工大学学报(社会科学版),24,南核,
华东政法大学,南京工业大学学报(社会科学版),7,南核,
华东政法大学,华东理工大学学报(社会科学版),35,南核,
华东政法大学,广州大学学报(社会科学版),4,南核,
华东政法大学,安徽师范大学学报(人文社会科学版),9,南核,
华东政法大学,中国人民公安大学学报(社会科学版),20,南核,
华东政法大学,河北大学学报(哲学社会科学版),1,南核,
华东政法大学,贵州师范大学学报(社会科学版),7,南核,
华东政法大学,华侨大学学报(哲学社会科学版),6,南核,
华东政法大学,哈尔滨工业大学学报(社会科学版),23,南核,
华东政法大学,江苏大学学报(社会科学版),9,南核,
华东政法大学,烟台大学学报(哲学社会科学版),3,南核,
华东政法大学,云南大学学报(社会科学版),1,南核,
华东政法大学,齐鲁学刊,6,南核,
上海体育大学,科学与无神论,-99,南核,
上海体育大学,佛学研究,-99,南核,
上海体育大学,五台山研究,-99,南核,
华东政法大学,中国矿业大学学报(社会科学版),11,南核,
上海体育大学,中国穆斯林,-99,南核,
上海体育大学,系统科学学报,-99,南核,
上海体育大学,孔学堂,-99,南核,
上海体育大学,中国宗教,-99,南核,
上海体育大学,世界社会主义研究,-99,南核,
上海体育大学,社会主义核心价值观研究,-99,南核,
上海体育大学,学校党建与思想教育,-99,南核,
上海体育大学,财政科学,-99,南核,
上海体育大学,苏区研究,-99,南核,
上海体育大学,当代经济研究,-99,南核,
上海体育大学,产业经济评论,-99,南核,
上海体育大学,产经评论,-99,南核,
上海体育大学,地方财政研究,-99,南核,
上海体育大学,国际商务研究,-99,南核,
上海体育大学,河北经贸大学学报,-99,南核,
上海体育大学,哈尔滨商业大学学报(社会科学版),1,南核,
上海体育大学,国际税收,-99,南核,
上海体育大学,技术经济,-99,南核,
上海体育大学,经济与管理,-99,南核,
上海体育大学,金融监管研究,-99,南核,
上海体育大学,南京审计大学学报,-99,南核,
上海体育大学,农林经济管理学报,-99,南核,
上海体育大学,南京财经大学学报,-99,南核,
上海体育大学,经济与管理评论,-99,南核,
上海体育大学,南方金融,-99,南核,
上海体育大学,农业经济与管理,-99,南核,
上海体育大学,世界农业,-99,南核,
上海体育大学,上海金融,-99,南核,
上海体育大学,首都经济贸易大学学报,-99,南核,
上海体育大学,投资研究,-99,南核,
上海体育大学,西安财经大学学报,-99,南核,
上海体育大学,税务与经济,-99,南核,
上海体育大学,西部论坛,-99,南核,
上海体育大学,消费经济,-99,南核,
上海体育大学,云南财经大学学报,-99,南核,
上海体育大学,中国流通经济,-99,南核,
上海体育大学,残疾人研究,-99,南核,
上海体育大学,南方人口,-99,南核,
上海体育大学,青年探索,-99,南核,
上海体育大学,当代青年研究,-99,南核,
上海体育大学,社会建设,-99,南核,
上海体育大学,社会政策研究,-99,南核,
上海体育大学,西北人口,-99,南核,
上海体育大学,中国青年社会科学,-99,南核,
上海体育大学,阿拉伯世界研究,-99,南核,
上海体育大学,当代美国评论,-99,南核,
上海体育大学,国际关系研究,-99,南核,
上海体育大学,俄罗斯东欧中亚研究,-99,南核,
上海体育大学,港澳研究,-99,南核,
上海体育大学,俄罗斯研究,-99,南核,
上海体育大学,湖湘论坛,-99,南核,
上海体育大学,南亚研究季刊,-99,南核,
上海体育大学,台湾研究集刊,-99,南核,
上海体育大学,政治思想史,-99,南核,
上海体育大学,新视野,-99,南核,
上海体育大学,亚太安全与海洋研究,-99,南核,
上海体育大学,印度洋经济体研究,-99,南核,
上海体育大学,北方法学,-99,南核,
上海体育大学,财经法学,-99,南核,
上海体育大学,地方立法研究,-99,南核,
上海体育大学,法律适用,-99,南核,
上海体育大学,法治研究,-99,南核,
上海体育大学,法学杂志,-99,南核,
上海体育大学,甘肃政法大学学报,-99,南核,
上海体育大学,河北法学,-99,南核,
上海体育大学,河南财经政法大学学报,-99,南核,
上海体育大学,国际法研究,-99,南核,
上海体育大学,交大法学,-99,南核,
上海体育大学,科技与法律,-99,南核,
上海体育大学,苏州大学学报(法学版),-99,南核,
上海体育大学,知识产权,-99,南核,
上海体育大学,中国海商法研究,-99,南核,
上海体育大学,南大法学,-99,南核,
上海体育大学,中国应用法学,-99,南核,
上海体育大学,中国政法大学学报,-99,南核,
上海体育大学,比较教育学报,-99,南核,
上海体育大学,重庆高教研究,-99,南核,
上海体育大学,高教探索,-99,南核,
上海体育大学,高教发展与评估,-99,南核,
上海体育大学,教育经济评论,-99,南核,
上海体育大学,教育科学研究,-99,南核,
上海体育大学,教育学术月刊,-99,南核,
上海体育大学,基础教育,-99,南核,
上海体育大学,数学教育学报,-99,南核,
上海体育大学,苏州大学学报(教育科学版),-99,南核,
上海体育大学,天津师范大学学报(基础教育版),-99,南核,
上海体育大学,现代教育管理,-99,南核,
上海体育大学,中国大学教学,-99,南核,
上海体育大学,中国考试,-99,南核,
上海体育大学,中国教育科学,-99,南核,
上海体育大学,中国人民大学教育学刊,-99,南核,
上海体育大学,中国特殊教育,-99,南核,
上海体育大学,心理学探新,-99,南核,
上海体育大学,中小学管理,-99,南核,
上海体育大学,心理研究,-99,南核,
上海体育大学,长江学术,-99,南核,
上海体育大学,红楼梦学刊,-99,南核,
上海体育大学,体育文化导刊,15,南核,
上海体育大学,鲁迅研究月刊,-99,南核,
上海体育大学,首都体育学院学报,16,南核,
上海体育大学,天津体育学院学报,10,南核,
上海体育大学,上海文化,-99,南核,
上海体育大学,文艺论坛,-99,南核,
上海体育大学,文艺评论,-99,南核,
上海体育大学,北方民族大学学报(哲学社会科学版),-99,南核,
上海体育大学,青海民族大学学报(社会科学版),-99,南核,
上海体育大学,回族研究,-99,南核,
上海体育大学,湖北民族大学学报(哲学社会科学版),-99,南核,
上海体育大学,东疆学刊,-99,南核,
上海体育大学,黑龙江民族丛刊,-99,南核,
上海体育大学,青海民族研究,-99,南核,
上海体育大学,西北民族大学学报(哲学社会科学版),-99,南核,
上海体育大学,西藏研究,-99,南核,
上海体育大学,古汉语研究,-99,南核,
上海体育大学,当代外语研究,-99,南核,
上海体育大学,原生态民族文化学刊,-99,南核,
上海体育大学,俄罗斯文艺,-99,南核,
上海体育大学,西藏民族大学学报(哲学社会科学版),-99,南核,
上海体育大学,华文教学与研究,-99,南核,
上海体育大学,解放军外国语学院学报,-99,南核,
上海体育大学,外语学刊,-99,南核,
上海体育大学,外语研究,-99,南核,
上海体育大学,日语学习与研究,-99,南核,
上海体育大学,中国俄语教学,-99,南核,
上海体育大学,语言战略研究,-99,南核,
上海体育大学,语言与翻译,-99,南核,
上海体育大学,西安外国语大学学报,-99,南核,
上海体育大学,编辑学刊,-99,南核,
上海体育大学,传媒,-99,南核,
上海体育大学,传媒观察,-99,南核,
上海体育大学,未来传播,-99,南核,
上海体育大学,全球传媒学刊,-99,南核,
上海体育大学,出版广角,1,南核,
上海体育大学,新闻春秋,-99,南核,
上海体育大学,新闻爱好者,2,南核,
上海体育大学,新闻与传播评论,-99,南核,
上海体育大学,中国国家博物馆馆刊,-99,南核,
上海体育大学,敦煌学辑刊,-99,南核,
上海体育大学,海交史研究,-99,南核,
上海体育大学,华夏考古,-99,南核,
上海体育大学,南方文物,-99,南核,
上海体育大学,国际汉学,-99,南核,
上海体育大学,军事历史研究,-99,南核,
上海体育大学,历史教学问题,-99,南核,
上海体育大学,历史教学,-99,南核,
上海体育大学,日本侵华南京大屠杀研究,-99,南核,
上海体育大学,中国典籍与文化,-99,南核,
上海体育大学,外国问题研究,-99,南核,
上海体育大学,中国科技史杂志,-99,南核,
上海体育大学,调研世界,-99,南核,
上海体育大学,城市与环境研究,-99,南核,
上海体育大学,环境保护,-99,南核,
上海体育大学,中国环境管理,-99,南核,
上海体育大学,重庆社会科学,-99,南核,
上海体育大学,中国农业资源与区划,-99,南核,
上海体育大学,广西社会科学,-99,南核,
上海体育大学,河南社会科学,-99,南核,
上海体育大学,湖北社会科学,-99,南核,
上海体育大学,湖南社会科学,-99,南核,
上海体育大学,兰州学刊,-99,南核,
上海体育大学,社会科学家,-99,南核,
上海体育大学,理论月刊,-99,南核,
上海体育大学,学术探索,-99,南核,
上海体育大学,天府新论,-99,南核,
上海体育大学,学术交流,-99,南核,
上海体育大学,中国社会科学院研究生院学报,-99,南核,
上海体育大学,中国社会科学评价,-99,南核,
上海体育大学,中国图书评论,-99,南核,
上海体育大学,地域研究与开发,-99,南核,
上海体育大学,中国文化研究,-99,南核,
上海体育大学,规划师,-99,南核,
上海体育大学,国际城市规划,-99,南核,
上海体育大学,世界地理研究,-99,南核,
上海体育大学,财务研究,-99,南核,
上海体育大学,地方治理研究,-99,南核,
上海体育大学,公共管理评论,-99,南核,
上海体育大学,管理案例研究与评论,-99,南核,
上海体育大学,科技管理研究,-99,南核,
上海体育大学,华东经济管理,-99,南核,
上海体育大学,当代经济管理,-99,南核,
上海体育大学,宏观经济管理,-99,南核,
上海体育大学,科学与社会,-99,南核,
上海体育大学,社会保障研究,-99,南核,
上海体育大学,系统管理学报,-99,南核,
上海体育大学,行政管理改革,-99,南核,
上海体育大学,运筹与管理,-99,南核,
上海体育大学,智库理论与实践,-99,南核,
上海体育大学,中国科学基金,-99,南核,
上海体育大学,中国人力资源开发,-99,南核,
上海体育大学,数字图书馆论坛,-99,南核,
上海体育大学,图书馆,-99,南核,
上海体育大学,新世纪图书馆,-99,南核,
上海体育大学,图书馆理论与实践,-99,南核,
上海体育大学,当代电视,-99,南核,
上海体育大学,建筑遗产,-99,南核,
上海体育大学,图书馆工作与研究,-99,南核,
上海体育大学,美术观察,-99,南核,
上海体育大学,民族艺术研究,-99,南核,
上海体育大学,人民音乐,-99,南核,
上海体育大学,世界电影,-99,南核,
上海体育大学,星海音乐学院学报,-99,南核,
上海体育大学,艺术百家,-99,南核,
上海体育大学,艺术探索,-99,南核,
上海体育大学,书法研究,-99,南核,
上海体育大学,艺术传播研究,1,南核,
上海体育大学,音乐艺术(上海音乐学院学报),-99,南核,
上海体育大学,中国电视,-99,南核,
上海体育大学,中国广播电视学刊,-99,南核,
上海体育大学,北京交通大学学报(社会科学版),-99,南核,
上海体育大学,北京航空航天大学学报(社会科学版),-99,南核,
上海体育大学,北京理工大学学报(社会科学版),-99,南核,
上海体育大学,湖南农业大学学报(社会科学版),-99,南核,
上海体育大学,华东理工大学学报(社会科学版),-99,南核,
上海体育大学,中国人民公安大学学报(社会科学版),-99,南核,
上海体育大学,南京工业大学学报(社会科学版),-99,南核,
上海体育大学,广州大学学报(社会科学版),-99,南核,
上海体育大学,安徽师范大学学报(人文社会科学版),-99,南核,
上海体育大学,哈尔滨工业大学学报(社会科学版),-99,南核,
上海体育大学,贵州师范大学学报(社会科学版),-99,南核,
上海体育大学,河北大学学报(哲学社会科学版),-99,南核,
上海体育大学,华侨大学学报(哲学社会科学版),-99,南核,
上海体育大学,江苏大学学报(社会科学版),-99,南核,
上海体育大学,齐鲁学刊,-99,南核,
上海体育大学,中国矿业大学学报(社会科学版),-99,南核,
上海体育大学,云南大学学报(社会科学版),-99,南核,
上海音乐学院,佛学研究,-99,南核,
上海体育大学,烟台大学学报(哲学社会科学版),-99,南核,
上海音乐学院,科学与无神论,-99,南核,
上海音乐学院,五台山研究,-99,南核,
上海音乐学院,中国穆斯林,-99,南核,
上海音乐学院,中国宗教,1,南核,
上海音乐学院,孔学堂,-99,南核,
上海音乐学院,世界社会主义研究,-99,南核,
上海音乐学院,系统科学学报,-99,南核,
上海音乐学院,苏区研究,-99,南核,
上海音乐学院,学校党建与思想教育,-99,南核,
上海音乐学院,社会主义核心价值观研究,-99,南核,
上海音乐学院,财政科学,-99,南核,
上海音乐学院,产业经济评论,-99,南核,
上海音乐学院,地方财政研究,-99,南核,
上海音乐学院,当代经济研究,-99,南核,
上海音乐学院,产经评论,-99,南核,
上海音乐学院,河北经贸大学学报,-99,南核,
上海音乐学院,哈尔滨商业大学学报(社会科学版),-99,南核,
上海音乐学院,国际税收,-99,南核,
上海音乐学院,国际商务研究,-99,南核,
上海音乐学院,技术经济,-99,南核,
上海音乐学院,金融监管研究,-99,南核,
上海音乐学院,经济与管理评论,-99,南核,
上海音乐学院,经济与管理,-99,南核,
上海音乐学院,南京财经大学学报,-99,南核,
上海音乐学院,南方金融,-99,南核,
上海音乐学院,南京审计大学学报,-99,南核,
上海音乐学院,农业经济与管理,-99,南核,
上海音乐学院,农林经济管理学报,-99,南核,
上海音乐学院,上海金融,-99,南核,
上海音乐学院,首都经济贸易大学学报,-99,南核,
上海音乐学院,税务与经济,-99,南核,
上海音乐学院,西安财经大学学报,-99,南核,
上海音乐学院,投资研究,-99,南核,
上海音乐学院,世界农业,-99,南核,
上海音乐学院,消费经济,-99,南核,
上海音乐学院,西部论坛,-99,南核,
上海音乐学院,云南财经大学学报,-99,南核,
上海音乐学院,残疾人研究,-99,南核,
上海音乐学院,中国流通经济,-99,南核,
上海音乐学院,当代青年研究,-99,南核,
上海音乐学院,青年探索,-99,南核,
上海音乐学院,社会建设,-99,南核,
上海音乐学院,社会政策研究,-99,南核,
上海音乐学院,南方人口,-99,南核,
上海音乐学院,阿拉伯世界研究,-99,南核,
上海音乐学院,当代美国评论,-99,南核,
上海音乐学院,西北人口,-99,南核,
上海音乐学院,俄罗斯东欧中亚研究,-99,南核,
上海音乐学院,中国青年社会科学,-99,南核,
上海音乐学院,俄罗斯研究,-99,南核,
上海音乐学院,港澳研究,-99,南核,
上海音乐学院,国际关系研究,-99,南核,
上海音乐学院,湖湘论坛,-99,南核,
上海音乐学院,南亚研究季刊,-99,南核,
上海音乐学院,台湾研究集刊,-99,南核,
上海音乐学院,新视野,-99,南核,
上海音乐学院,亚太安全与海洋研究,-99,南核,
上海音乐学院,印度洋经济体研究,-99,南核,
上海音乐学院,政治思想史,-99,南核,
上海音乐学院,北方法学,-99,南核,
上海音乐学院,财经法学,-99,南核,
上海音乐学院,法律适用,-99,南核,
上海音乐学院,地方立法研究,-99,南核,
上海音乐学院,法学杂志,-99,南核,
上海音乐学院,国际法研究,-99,南核,
上海音乐学院,法治研究,-99,南核,
上海音乐学院,甘肃政法大学学报,-99,南核,
上海音乐学院,河北法学,-99,南核,
上海音乐学院,交大法学,-99,南核,
上海音乐学院,科技与法律,-99,南核,
上海音乐学院,南大法学,-99,南核,
上海音乐学院,河南财经政法大学学报,-99,南核,
上海音乐学院,苏州大学学报(法学版),-99,南核,
上海音乐学院,中国海商法研究,-99,南核,
上海音乐学院,知识产权,-99,南核,
上海音乐学院,中国应用法学,-99,南核,
上海音乐学院,中国政法大学学报,-99,南核,
上海音乐学院,比较教育学报,-99,南核,
上海音乐学院,重庆高教研究,-99,南核,
上海音乐学院,高教发展与评估,-99,南核,
上海音乐学院,教育经济评论,-99,南核,
上海音乐学院,基础教育,-99,南核,
上海音乐学院,高教探索,-99,南核,
上海音乐学院,教育学术月刊,-99,南核,
上海音乐学院,数学教育学报,-99,南核,
上海音乐学院,苏州大学学报(教育科学版),-99,南核,
上海音乐学院,天津师范大学学报(基础教育版),-99,南核,
上海音乐学院,教育科学研究,-99,南核,
上海音乐学院,中国大学教学,-99,南核,
上海音乐学院,现代教育管理,-99,南核,
上海音乐学院,中国考试,-99,南核,
上海音乐学院,中国教育科学,-99,南核,
上海音乐学院,中国人民大学教育学刊,-99,南核,
上海音乐学院,中小学管理,1,南核,
上海音乐学院,心理学探新,-99,南核,
上海音乐学院,中国特殊教育,2,南核,
上海音乐学院,首都体育学院学报,-99,南核,
上海音乐学院,心理研究,-99,南核,
上海音乐学院,体育文化导刊,-99,南核,
上海音乐学院,天津体育学院学报,-99,南核,
上海音乐学院,长江学术,-99,南核,
上海音乐学院,鲁迅研究月刊,-99,南核,
上海音乐学院,红楼梦学刊,-99,南核,
上海音乐学院,上海文化,-99,南核,
上海音乐学院,文艺论坛,-99,南核,
上海音乐学院,东疆学刊,-99,南核,
上海音乐学院,北方民族大学学报(哲学社会科学版),-99,南核,
上海音乐学院,黑龙江民族丛刊,-99,南核,
上海音乐学院,文艺评论,-99,南核,
上海音乐学院,回族研究,-99,南核,
上海音乐学院,湖北民族大学学报(哲学社会科学版),-99,南核,
上海音乐学院,青海民族大学学报(社会科学版),-99,南核,
上海音乐学院,青海民族研究,-99,南核,
上海音乐学院,西北民族大学学报(哲学社会科学版),-99,南核,
上海音乐学院,西藏民族大学学报(哲学社会科学版),-99,南核,
上海音乐学院,西藏研究,-99,南核,
上海音乐学院,原生态民族文化学刊,1,南核,
上海音乐学院,当代外语研究,-99,南核,
上海音乐学院,俄罗斯文艺,-99,南核,
上海音乐学院,古汉语研究,-99,南核,
上海音乐学院,华文教学与研究,-99,南核,
上海音乐学院,解放军外国语学院学报,-99,南核,
上海音乐学院,外语学刊,-99,南核,
上海音乐学院,外语研究,-99,南核,
上海音乐学院,日语学习与研究,-99,南核,
上海音乐学院,语言与翻译,-99,南核,
上海音乐学院,西安外国语大学学报,1,南核,
上海音乐学院,语言战略研究,-99,南核,
上海音乐学院,中国俄语教学,-99,南核,
上海音乐学院,传媒,-99,南核,
上海音乐学院,传媒观察,-99,南核,
上海音乐学院,出版广角,2,南核,
上海音乐学院,新闻爱好者,-99,南核,
上海音乐学院,编辑学刊,9,南核,
上海音乐学院,未来传播,-99,南核,
上海音乐学院,全球传媒学刊,-99,南核,
上海音乐学院,新闻春秋,-99,南核,
上海音乐学院,华夏考古,-99,南核,
上海音乐学院,新闻与传播评论,-99,南核,
上海音乐学院,中国国家博物馆馆刊,-99,南核,
上海音乐学院,海交史研究,-99,南核,
上海音乐学院,国际汉学,-99,南核,
上海音乐学院,敦煌学辑刊,-99,南核,
上海音乐学院,军事历史研究,-99,南核,
上海音乐学院,南方文物,-99,南核,
上海音乐学院,历史教学问题,-99,南核,
上海音乐学院,历史教学,1,南核,
上海音乐学院,日本侵华南京大屠杀研究,-99,南核,
上海音乐学院,外国问题研究,-99,南核,
上海音乐学院,中国典籍与文化,-99,南核,
上海音乐学院,调研世界,-99,南核,
上海音乐学院,中国科技史杂志,-99,南核,
上海音乐学院,城市与环境研究,-99,南核,
上海音乐学院,环境保护,-99,南核,
上海音乐学院,中国环境管理,-99,南核,
上海音乐学院,重庆社会科学,-99,南核,
上海音乐学院,中国农业资源与区划,-99,南核,
上海音乐学院,广西社会科学,1,南核,
上海音乐学院,湖北社会科学,1,南核,
上海音乐学院,河南社会科学,-99,南核,
上海音乐学院,湖南社会科学,-99,南核,
上海音乐学院,兰州学刊,-99,南核,
